country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Tunisia,1975,TUN,5769080,22239762432,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,4.975,0.12,440.473,2.541,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,11.355,5.466,9291.373,53.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1976,TUN,5930005,23993808896,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1.422,0.036,434.613,2.577,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-19.505,-10.455,7276.099,43.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1977,TUN,6092776,24812912640,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,7.477,0.193,454.628,2.77,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,16.011,6.908,8215.552,50.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1978,TUN,6254888,26410557440,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,24.348,0.674,550.669,3.444,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,14.87,7.443,9192.605,57.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1979,TUN,6416195,28142817280,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15.385,0.53,619.413,3.974,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,11.974,6.885,10034.557,64.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1980,TUN,6578159,30237857792,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,5729.781,1.246,,,,,,,,,,,,,,,18.594,0.739,716.499,4.713,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,1.644,1.058,9948.378,65.442,,,,,,,,,,,,,,,37.691,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1981,TUN,6744052,31905564672,,,,,,,,,,,,,,,,,0,0,0,,,,,,9.072,3.419,6095.836,1.289,,,,,,,,,,,,,,,7.692,0.363,752.633,5.076,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-3.91,-2.559,9324.277,62.883,,,,,,,,,,,,,,,41.111,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1982,TUN,6914964,31737804800,,,,,,,,,,,,,,,,,0,0,0,,,,,,-4.314,-1.774,5688.677,1.239,,,,,,,,,,,,,,,28.571,1.45,943.754,6.526,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-4.827,-3.035,8654.851,59.848,,,,,,,,,,,,,,,39.337,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1983,TUN,7091271,33229307904,,,,,,,,,,,,,,,,,0,0,0,,,,,,12.786,5.03,6256.501,1.335,,,,,,,,,,,,,,,-11.111,-0.725,818.036,5.801,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,7.501,4.489,9072.726,64.337,,,,,,,,,,,,,,,44.367,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1984,TUN,7279157,35132350464,,,,,,,,,,,,,,,,,0,0,0,,,,,,10.233,4.54,6718.71,1.392,,,,,,,,,,,,,,,25,1.45,996.151,7.251,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-0.94,-0.605,8755.464,63.732,,,,,,,,,,,,,,,48.907,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1985,TUN,7476095,37105672192,,,,,,,,,,,,,,,,,0,0,0,,,,,,2.86,1.399,6728.826,1.356,,,,,,,,,,,,,,,-30,-2.175,678.937,5.076,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-1.314,-0.837,8412.82,62.895,,,,,,,,,,,,,,,50.305,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1986,TUN,7675506,36535414784,,,,,,,,,,,,,,,,,0,0,0,,,,,,5.261,2.647,6898.841,1.449,,,,,,,,,,,,,,,7.143,0.363,708.534,5.438,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-2.922,-1.838,7954.85,61.057,,,,,,,,,,,,,,,52.952,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1987,TUN,7874308,38972399616,,,,,,,,,,,,,,,,,0,0,0,,,,,,-6.862,-3.634,6263.191,1.265,,,,,,,,,,,,,,,-13.333,-0.725,598.56,4.713,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-4.629,-2.826,7395.115,58.231,,,,,,,,,,,,,,,49.318,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1988,TUN,8068792,39018885120,,,,,,,,,,,,,,,,,0,0,0,,,,,,7.174,3.538,6550.703,1.355,,,,,,,,,,,,,,,-7.692,-0.363,539.199,4.351,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-1.418,-0.826,7114.532,57.406,,,,,,,,,,,,,,,52.856,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1989,TUN,8256402,40468770816,,,,,,,,,,,,,,,,,0,0,0,,,,,,11.853,6.265,7160.641,1.461,,,,,,,,,,,,,,,8.333,0.363,570.859,4.713,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,0.486,0.279,6986.675,57.685,,,,,,,,,,,,,,,59.121,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1990,TUN,8440035,43649703936,,,,,,,,,,,,,,,,,0,0,0,,,,,,-0.608,-0.36,6962.229,1.346,,,,,,,,,,,,,,,-7.692,-0.363,515.482,4.351,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-4.427,-2.554,6532.064,55.131,,,,,,,,,,,,,,,58.761,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1991,TUN,8622857,45587128320,,,,,,,,,,,,,,,,,0,0,0,,,,,,-17.326,-10.181,5633.912,1.066,,,,,,,,,,,,,,,-29.37,-1.278,356.366,3.073,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,14.849,8.186,7342.95,63.317,,,,,,,,,,,,,,,48.58,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1992,TUN,8802535,49384853504,,,,,,,,,,,,,,,,,0,0,0,,,,,,15.427,7.495,6370.341,1.135,,,,,,,,,,,,,,,66.667,2.049,581.819,5.121,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,0.18,0.114,7206.014,63.431,,,,,,,,,,,,,,,56.075,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1993,TUN,8977175,50757980160,,,,,,,,,,,,,,,,,0,0,0,,,,,,14.149,7.934,7130.216,1.261,,,,,,,,,,,,,,,-12.117,-0.621,501.374,4.501,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-9.496,-6.023,6394.886,57.408,,,,,,,,,,,,,,,64.009,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1994,TUN,9143139,52754300928,,,,,,,,,,,,,,,,,0,0,0,,,,,,8.312,5.321,7582.721,1.314,,,,,,,,,,,,,,,-5.432,-0.245,465.532,4.256,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-7.639,-4.386,5799.139,53.022,,,,,,,,,,,,,,,69.33,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1995,TUN,9294106,54252470272,,,,,,,,,,,,,,,,,0,0,0,,,,,,-9.691,-6.719,6736.639,1.154,,,,,,,,,,,,,,,-5.744,-0.245,431.663,4.012,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-2.531,-1.342,5560.538,51.68,,,,,,,,,,,,,,,62.611,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1996,TUN,9430552,58083459072,,,,,,,,,,,,,,,,,0,0,0,,,,,,7.443,4.66,7133.315,1.158,,,,,,,,,,,,,,,139.475,5.596,1018.768,9.608,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-0.824,-0.426,5434.95,51.255,,,,,,,,,,,,,,,67.271,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1997,TUN,9557957,61515624448,,,,,,,,,,,,,,,,,0,0,0,,,,,,16.18,10.885,8177.038,1.271,,,,,,,,,,,,,,,110.127,10.58,2112.167,20.188,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-5.675,-2.909,5058.185,48.346,,,,,,,,,,,,,,,78.156,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1998,TUN,9677147,64700510208,,,,,,,,,,,,,,,,,0,0,0,,,,,,7.496,5.859,8681.736,1.299,,,,,,,,,,,,,,,14.458,2.919,2387.765,23.107,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,-1.843,-0.891,4903.827,47.455,,,,,,,,,,,,,,,84.014,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,1999,TUN,9788065,68718194688,,,,,,,,,,,,,,,,,0,0,0,,,,,,0.75,0.631,8647.771,1.232,,,,,,,,,,,,,,,0,0,2360.707,23.107,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,2.897,1.375,4988.7,48.83,,,,,,,,,,,,,,,84.645,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,2000,TUN,9893326,71818829824,,,,,0,0,0,,485.944,,,,,0,0,,0,0,0,0,,9.96,9.96,,5.237,4.433,9003.821,1.24,,,998.653,9.88,,,99.197,,,,,998.653,9.88,,-1.053,-0.243,2311.004,22.864,99.197,,4.84,,,,6.065,0.06,,0.602,,,,,8.086,0.08,,0.803,,0,0,,0,0,0,0,0,0,,,,,0,0,,-12.78,-6.241,4304.827,42.589,0,,,0,0,,,0,0,,0,0,,1006.739,89.078,,,,8.086,0.08,,0.803,,,,,0,0,,0,,,,,2.022,0.02,,0.201,
Tunisia,2001,TUN,9995115,75444600832,,,,,0,0,0,,486.461,,,,,0,0,,0,0,0,0,,10.71,10.71,,11.003,9.801,9892.748,1.311,,,1064.52,10.64,,,99.346,,,,,1064.52,10.64,,19.681,4.5,2737.663,27.363,99.346,,5.21,,,,5.002,0.05,,0.467,,,,,7.003,0.07,,0.654,,0,0,,0,0,0,0,0,0,,,,,0,0,,-8.547,-3.64,3896.791,38.949,0,,,0,0,,,0,0,,0,0,,1071.523,98.879,,,,7.003,0.07,,0.654,,,,,0,0,,0,,,,,2.001,0.02,,0.187,
Tunisia,2002,TUN,10094564,76877553664,,,,,0,0,0,,486.074,,,,,0,0,,0,0,0,0,,11.07,11.13,,-1.019,-1.007,9695.501,1.273,,,1093.658,11.04,,,99.191,,,,,1093.658,11.04,,-4.444,-1.216,2590.217,26.147,99.191,,5.41,,,,5.944,0.06,,0.539,,,,,8.916,0.09,,0.809,,-0.06,-0.542,,0,0,0,0,0,0,,,,,0,0,,4.091,1.593,4016.239,40.542,0,,,0,0,,,0,0,,0,0,,1102.574,97.872,,,,8.916,0.09,,0.809,,,,,0,0,,0,,,,,2.972,0.03,,0.27,
Tunisia,2003,TUN,10193798,81240031232,,,,,0,0,0,,482.434,,,,,0,0,,0,0,0,0,,11.65,11.67,,-1.428,-1.397,9464.025,1.188,,,1126.175,11.48,,,98.372,,,,,1126.175,11.48,,6.512,1.703,2732.025,27.85,98.372,,5.63,,,,15.696,0.16,,1.371,,,,,18.639,0.19,,1.628,,-0.02,-0.172,,0,0,0,0,0,0,,,,,0,0,,-9.065,-3.675,3616.621,36.867,0,,,0,0,,,0,0,,0,0,,1144.814,96.474,,,,18.639,0.19,,1.628,,,,,0,0,,0,,,,,2.943,0.03,,0.257,
Tunisia,2004,TUN,10292230,86232260608,,,,,0,0,0,,482.506,,,,,0,0,,0,0,0,0,,12.26,12.29,,1.958,1.889,9557.016,1.141,,,1175.644,12.1,,,98.454,,,,,1175.644,12.1,,4.803,1.338,2835.874,29.187,98.454,,5.93,,,,14.574,0.15,,1.221,,,,,18.461,0.19,,1.546,,-0.03,-0.245,,0,0,0,0,0,0,,,,,0,0,,5.457,2.012,3777.519,38.879,0,,,0,0,,,0,0,,0,0,,1194.105,98.363,,,,18.461,0.19,,1.546,,,,,0,0,,0,,,,,3.886,0.04,,0.325,
Tunisia,2005,TUN,10388349,89804308480,,,,,0,0,0,,483.423,,,,,0,0,,0,0,0,0,,12.97,12.97,,8.534,8.394,10276.655,1.189,,,1231.187,12.79,,,98.612,,,,,1231.187,12.79,,4.167,1.216,2926.703,30.404,98.612,,6.27,,,,13.477,0.14,,1.079,,,,,17.327,0.18,,1.388,,0,0,,0,0,0,0,0,0,,,,,0,0,,1.765,0.686,3808.618,39.565,0,,,0,0,,,0,0,,0,0,,1248.514,106.757,,,,17.327,0.18,,1.388,,,,,0,0,,0,,,,,3.85,0.04,,0.308,
Tunisia,2006,TUN,10483560,95016263680,,,,,0,0,0,,484.94,,,,,0,0,,0,0,0,0,,13.29,13.28,,-5.689,-6.074,9603.969,1.06,,,1254.345,13.15,,,99.021,,,,,1254.345,13.15,,0,0,2900.123,30.404,99.021,,6.44,,,,8.585,0.09,,0.678,,,,,12.4,0.13,,0.979,,0.01,0.075,,0,0,0,0,0,0,,,,,0,0,,-4.115,-1.628,3618.719,37.937,0,,,0,0,,,0,0,,0,0,,1266.745,100.684,,,,12.4,0.13,,0.979,,,,,0,0,,0,,,,,3.815,0.04,,0.301,
Tunisia,2007,TUN,10580399,1.01102E+11,,,,,0,0,0,,486.842,,,,,0,0,,0,0,0,0,,12.91,12.92,,-10.894,-10.968,8479.419,0.887,,,1212.62,12.83,,,99.303,,,,,1212.62,12.83,,-36.8,-11.189,1816.102,19.215,99.303,,6.29,,,,4.726,0.05,,0.387,,,,,8.506,0.09,,0.697,,-0.01,-0.077,,0,0,0,0,0,0,,,,,0,0,,39.362,14.933,4996.974,52.87,0,,,0,0,,,0,0,,0,0,,1221.126,89.716,,,,8.506,0.09,,0.697,,,,,0,0,,0,,,,,3.781,0.04,,0.31,
Tunisia,2008,TUN,10680381,1.05766E+11,,,,,0,0,0,,487.787,,,,,0,0,,0,0,0,0,,13.5,13.51,,15.657,14.047,9715.218,0.981,,,1258.382,13.44,,,99.482,,,,,1258.382,13.44,,73.084,14.043,3113.956,33.258,99.482,,6.59,,,,2.809,0.03,,0.222,,,,,6.554,0.07,,0.518,,-0.01,-0.074,,0,0,0,0,0,0,,,,,0,0,,-8.623,-4.559,4523.342,48.311,0,,,0,0,,,0,0,,0,0,,1264.936,103.762,,,,6.554,0.07,,0.518,,,,,0,0,,0,,,,,3.745,0.04,,0.296,
Tunisia,2009,TUN,10784499,1.093E+11,,,,,0,0,0,,483.624,,,,,0,0,,0,0,0,0,,14.39,14.35,,-16.593,-17.218,8024.898,0.792,,,1313.923,14.17,,,98.746,,,,,1313.923,14.17,,-39.057,-12.99,1879.41,20.268,98.746,,6.94,,,,7.418,0.08,,0.557,,,,,16.691,0.18,,1.254,,0.04,0.278,,0,0,0,0,0,0,,,,,0,0,,-5.778,-2.791,4220.856,45.52,0,,,0,0,,,0,0,,0,0,,1330.614,86.545,,,,16.691,0.18,,1.254,,,,,0,0,,0,,,,,9.273,0.1,,0.697,
Tunisia,2010,TUN,10895063,1.12485E+11,,,,,0,0,0,,483.612,,,,,0,0,,0,0,0,0,,14.97,14.95,,2.609,2.258,8150.696,0.789,,,1354.742,14.76,,,98.729,,,,,1354.742,14.76,,10.287,2.085,2051.714,22.354,98.729,,7.23,,,,4.589,0.05,,0.334,,,,,17.439,0.19,,1.271,,0.02,0.134,,0,0,0,0,0,0,,,,,0,0,,-2.044,-0.93,4092.626,44.589,0,,,0,0,,,0,0,,0,0,,1372.181,88.802,,,,17.439,0.19,,1.271,,,,,0,0,,0,,,,,12.85,0.14,,0.936,
Tunisia,2011,TUN,11032529,1.1076E+11,,,,,0,0,0,,484.671,,,,,0,0,,0,0,0,0,,15.3,15.33,,-4.6,-4.085,7678.843,0.765,,,1375.025,15.17,,,98.956,,,,,1375.025,15.17,,-4.926,-1.101,1926.339,21.252,98.956,,7.43,,,,4.532,0.05,,0.326,,,,,14.503,0.16,,1.044,,-0.03,-0.196,,0,0,0,0,0,0,,,,,0,0,,-10.981,-4.896,3597.833,39.693,0,,,0,0,,,0,0,,0,0,,1389.527,84.717,,,,14.503,0.16,,1.044,,,,,0,0,,0,,,,,9.971,0.11,,0.718,
Tunisia,2012,TUN,11174384,1.15305E+11,,,,,0,0,0,,480.952,,,,,0,0,,0,0,0,0,,16.76,16.8,,9.902,8.389,8332.082,0.807,,,1474.802,16.48,,,98.095,,,,,1474.802,16.48,,-3.627,-0.771,1832.904,20.482,98.095,,8.08,,,,9.844,0.11,,0.655,,,,,28.637,0.32,,1.905,,-0.04,-0.239,,0,0,0,0,0,0,,,,,0,0,,-0.117,-0.047,3547.996,39.647,0,,,0,0,,,0,0,,0,0,,1503.438,93.106,,,,28.637,0.32,,1.905,,,,,0.895,0.01,,0.06,,,,,17.898,0.2,,1.19,
Tunisia,2013,TUN,11300284,1.18417E+11,,,,,0,0,0,,477.166,,,,,0,0,,0,0,0,0,,17.02,17.08,,5.909,5.501,8726.086,0.833,,,1472.529,16.64,,,97.424,,,,,1472.529,16.64,,-0.538,-0.11,1802.739,20.371,97.424,,8.15,,,,5.31,0.06,,0.351,,,,,38.937,0.44,,2.576,,-0.06,-0.353,,0,0,0,0,0,0,,,,,0,0,,-8.243,-3.268,3219.268,36.379,0,,,0,0,,,0,0,,0,0,,1511.466,98.607,,,,38.937,0.44,,2.576,,,,,1.77,0.02,,0.117,,,,,31.858,0.36,,2.108,
Tunisia,2014,TUN,11428953,1.21401E+11,,,,,0,0,0,,474.244,,,,,0,0,,0,0,0,0,,17.77,17.86,,10.194,10.052,9507.342,0.895,,,1511.074,17.27,,,96.697,,,,,1511.074,17.27,,-10.216,-2.081,1600.345,18.29,96.697,,8.47,,,,4.375,0.05,,0.28,,,,,51.623,0.59,,3.303,,-0.09,-0.506,,0,0,0,0,0,0,,,,,0,0,,-7.193,-2.617,2954.067,33.762,0,,,0,0,,,0,0,,0,0,,1562.698,108.659,,,,51.623,0.59,,3.303,,,,,2.625,0.03,,0.168,,,,,44.624,0.51,,2.856,
Tunisia,2015,TUN,11557779,1.2304E+11,,,,,0,0,0,,474.659,,,,,0,0,,0,0,0,0,,18.25,18.35,,3.279,3.563,9709.658,0.912,,,1537.493,17.77,,,96.839,,,,,1537.493,17.77,,-5.178,-0.947,1500.571,17.343,96.839,,8.71,,,,6.057,0.07,,0.381,,,,,50.183,0.58,,3.161,,-0.1,-0.548,,0,0,0,0,0,0,,,,,0,0,,-9.507,-3.21,2643.416,30.552,0,,,0,0,,,0,0,,0,0,,1587.675,112.222,,,,50.183,0.58,,3.161,,,,,5.191,0.06,,0.327,,,,,38.935,0.45,,2.452,
Tunisia,2016,TUN,11685666,1.24552E+11,,,,,0,0,0,,474.31,,,,,0,0,,0,0,0,0,,18.37,18.49,,-0.184,-0.206,9585.773,0.899,,,1528.368,17.86,,,96.593,,,,,1528.368,17.86,,-13.079,-2.268,1290.033,15.075,96.593,,8.77,,,,4.279,0.05,,0.27,,,,,53.912,0.63,,3.407,,-0.12,-0.653,,0,0,0,0,0,0,,,,,0,0,,-4.606,-1.407,2494.062,29.145,0,,,0,0,,,0,0,,0,0,,1582.28,112.016,,,,53.912,0.63,,3.407,,,,,9.413,0.11,,0.595,,,,,40.22,0.47,,2.542,
Tunisia,2017,TUN,11811441,1.2694E+11,,,,,0,0,0,,475.222,,,,,0,0,,,,,0,,19.14,19.17,,5.863,6.567,10039.691,0.934,,,1572.204,18.57,,,96.87,,,,,1572.204,18.57,,0,,,,96.87,,9.11,,,,1.693,0.02,,0.104,,,,,50.798,0.6,,3.13,,-0.03,-0.157,,0,0,0,0,0,0,,,,,0,0,,-15.523,-4.524,2084.48,24.621,0,,,0,0,,,0,0,,0,0,,1623.003,118.583,,,,50.798,0.6,,3.13,,,,,11.006,0.13,,0.678,,,,,38.099,0.45,,2.347,
Tunisia,2018,TUN,11933040,1.30322E+11,,,,,0,0,0,,474.385,,,,,0,0,,,,,0,,19.42,19.52,,2.729,3.237,10208.622,0.935,,,1582.162,18.88,,,96.721,,,,,1582.162,18.88,,0,,,,96.721,,9.26,,,,1.676,0.02,,0.102,,,,,53.633,0.64,,3.279,,-0.1,-0.515,,0,0,0,0,0,0,,,,,0,0,,-3.259,-0.802,1995.991,23.818,0,,,0,0,,,0,0,,0,0,,1635.794,121.82,,,,53.633,0.64,,3.279,,,,,14.246,0.17,,0.871,,,,,37.71,0.45,,2.305,
Tunisia,2019,TUN,12049319,,,,,,0,0,0,,471.533,,,,,0,0,,,,,0,,20.39,20.55,,0.178,0.217,10128.142,,,,1637.437,19.73,,,96.01,,,,,1637.437,19.73,,0,,,,96.01,,9.69,,,,5.809,0.07,,0.341,,,,,68.054,0.82,,3.99,,-0.16,-0.785,,0,0,0,0,0,0,,,,,0,0,,-8.252,-1.965,1813.61,21.853,0,,,0,0,,,0,0,,0,0,,1705.49,122.037,,,,68.054,0.82,,3.99,,,,,20.748,0.25,,1.217,,,,,41.496,0.5,,2.433,
Tunisia,2020,TUN,12161720,,,,,,0,0,0,,470.378,,,,,0,0,,,,,0,,18.98,19.58,,-7.413,-9.046,9290.702,,,,1540.078,18.73,,,95.659,,,,,1540.078,18.73,,0,,,,95.659,,9.21,,,,4.111,0.05,,0.255,,,,,69.891,0.85,,4.341,,-0.6,-3.161,,0,0,0,0,0,0,,,,,0,0,,-7.577,-1.656,1660.695,20.197,0,,,0,0,,,0,0,,0,0,,1609.97,112.991,,,,69.891,0.85,,4.341,,,,,27.134,0.33,,1.685,,,,,38.646,0.47,,2.4,
Tunisia,2021,TUN,12262949,,,,,,0,0,0,,468.227,,,,,0,0,,,,,0,,20.35,20.93,,3.365,3.803,9524.104,,,,1625.221,19.93,,,95.222,,,,,1625.221,19.93,,0,,,,95.222,,9.8,,,,4.893,0.06,,0.287,,,,,81.546,1,,4.778,,-0.58,-2.85,,0,0,0,0,0,0,,,,,0,0,,22.107,4.465,2011.087,24.662,0,,,0,0,,,0,0,,0,0,,1706.767,116.794,,,,81.546,1,,4.778,,,,,33.434,0.41,,1.959,,,,,43.22,0.53,,2.532,
Tunisia,2022,TUN,12356116,,,,,,0,0,0,,469.428,,,,,0,0,,,,,0,,19.7,20.28,,,,,,,,1569.263,19.39,,,95.611,,,,,1569.263,19.39,,0,,,,95.611,,9.52,,,,4.856,0.06,,0.296,,,,,72.029,0.89,,4.389,,-0.58,-2.944,,0,0,0,0,0,0,,,,,0,0,,-13.154,-3.244,1733.389,21.418,0,,,0,0,,,0,0,,0,0,,1641.292,,,,,72.029,0.89,,4.389,,,,,33.182,0.41,,2.022,,,,,33.991,0.42,,2.071,
Turkey,1900,TUR,13972684,,,,,,,,,,,,,,,,,,,227.333,3.176,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1901,TUR,14053897,,,,,,,,,,,,,,,,,-8.333,-0.265,207.185,2.912,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1902,TUR,14135582,,,,,,,,,,,,,,,,,10.39,0.303,227.389,3.214,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1903,TUR,14217741,,,,,,,,,,,,,,,,,15.059,0.484,260.119,3.698,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1904,TUR,14300377,,,,,,,,,,,,,,,,,13.497,0.499,293.521,4.197,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1905,TUR,14383492,,,,,,,,,,,,,,,,,12.072,0.507,327.054,4.704,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
